Year,ICPSR State Code,Alphanumeric State Code,State,VEP Total Ballots Counted,VEP Highest Office,VAP Highest Office,Total Ballots Counted,Highest Office,Voting-Eligible Population (VEP),Voting-Age Population (VAP),% Non-citizen,Prison,Probation,Parole,Total Ineligible Felon,Overseas Eligible
2006,25,50,Wisconsin,0.537,0.532,50.80%,"2,183,155","2,161,700",4064432,4240696,2.90%,"23,431","55,806","15,907","67,241",
2006,68,51,Wyoming,0.518,0.511,49.40%,"196,217","193,892",379127,400187,2.00%,"2,114","5,225",609,"5,336",
2004,0,0,United States,0.607,0.601,55.40%,"123,535,883","122,294,978",203483455,220336019,8.20%,"1,490,169","2,387,283","474,632","3,158,443","3,862,836"
2004,41,1,Alabama,0.574,0.572,55.20%,"1,890,317","1,883,415",3292608,3427542,1.90%,"26,521","36,795","7,745","52,664",
2004,81,2,Alaska,0.696,0.691,65.20%,"314,502","312,598",452124,476378,4.00%,"4,515","5,547",951,"8,240",
2004,61,3,Arizona,0.548,0.541,47.00%,"2,038,069","2,012,585",3717055,4215706,11.50%,"31,631","69,343","5,671","71,974",
2004,42,4,Arkansas,0.544,0.536,51.00%,"1,070,573","1,054,945",1969208,2072986,2.80%,"13,477","29,128","14,844","42,885",
2004,71,5,California,0.596,0.588,47.10%,"12,589,367","12,421,852",21132533,26246548,18.80%,"166,053",0,"110,261","276,314",
2004,62,6,Colorado,0.673,0.667,61.20%,"2,148,036","2,129,630",3192647,3443164,7.50%,"19,756",0,"7,383","27,139",
2004,1,7,Connecticut,0.662,0.65,59.70%,"1,607,808","1,578,769",2429634,2652587,7.30%,"20,018",0,"2,552","22,570",
2004,11,8,Delaware,0.645,0.642,59.40%,"377,407","375,190",584817,635370,4.70%,"6,973","18,725",539,"16,875",
2004,55,9,District of Columbia,0.549,0.543,48.90%,"230,105","227,586",419142,458758,10.00%,0,0,0,0,
2004,43,10,Florida,0.647,0.644,56.10%,"7,640,319","7,609,810",11811921,13643828,11.20%,"84,733","281,170","4,888","230,206",
2004,44,11,Georgia,0.564,0.562,50.00%,"3,317,336","3,301,875",5878186,6499325,6.80%,"48,625","419,350","23,344","281,644",
2004,82,12,Hawaii,0.485,0.482,44.10%,"431,662","429,013",889540,982882,7.90%,"5,946",0,0,"5,946",
2004,63,13,Idaho,0.648,0.632,58.70%,"612,786","598,376",946160,1016255,4.10%,"6,312","44,580","2,370","30,972",
2004,21,14,Illinois,0.624,0.615,55.70%,"5,350,493","5,274,322",8576696,9391420,9.00%,"44,379",0,0,"44,379",
2004,22,15,Indiana,0.558,0.548,53.00%,"2,512,142","2,468,002",4504260,4660157,2.70%,"23,760",0,0,"23,760",
2004,31,16,Iowa,0.706,0.699,67.40%,"1,521,966","1,506,908",2156389,2239979,2.60%,"8,611","22,832","3,317","23,344",
2004,32,17,Kansas,0.629,0.616,58.30%,"1,213,108","1,187,756",1928764,2032763,4.30%,"9,152","14,309","4,525","20,832",
2004,51,18,Kentucky,0.594,0.587,56.90%,"1,816,867","1,795,860",3057741,3157464,1.70%,"17,763","33,286","8,006","42,412",
2004,45,19,Louisiana,0.615,0.611,58.50%,"1,956,590","1,943,106",3182762,3379937,1.80%,"36,745","38,470","24,387","80,367",
2004,2,20,Maine,0.749,0.738,72.60%,"751,519","740,752",1003792,1022043,1.60%,0,0,0,0,
2004,52,21,Maryland,0.631,0.629,57.20%,"2,395,791","2,386,705",3797264,4179376,7.20%,"23,727","76,676","14,351","76,416",
2004,3,22,Massachusetts,0.646,0.642,58.70%,"2,927,455","2,912,388",4533859,4935787,8.40%,"10,365",0,0,"10,365",
2004,23,23,Michigan,0.671,0.666,63.90%,"4,875,692","4,839,252",7263024,7508568,3.40%,"48,591",0,0,"48,591",
2004,33,24,Minnesota,0.788,0.784,73.90%,"2,842,912","2,828,387",3609185,3819020,3.90%,"8,613","114,226","3,872","69,598",
2004,34,26,Missouri,0.661,0.653,62.90%,"2,764,635","2,731,364",4180960,4339414,1.90%,"30,775","53,832","17,400","75,091",
2004,64,27,Montana,0.652,0.644,63.40%,"456,096","450,445",699114,711858,1.00%,"3,800",0,0,"3,800",
2004,35,28,Nebraska,0.641,0.629,59.80%,"792,906","778,186",1236522,1305430,4.00%,"4,042","17,994",805,"13,844",
